AO DispatchRays,AtrousWaveletTransformFilter,CalculateAmbientOcclusion,CalculatePartialDerivatives,CompositionCS,Denoise,Disocclusions blur,Pathtracing,RTAO,Temporal Supersampling p1 (Reverse Reprojection),Temporal Supersampling p2 (BlendWithCurrentFrame),
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.694   ,  0.371   ,  0.694   , 0.0451   ,  0.238   ,    1.2   ,  0.212   ,   1.94   ,    1.9   ,  0.191   ,    0.4   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.688   ,  0.324   ,  0.688   , 0.0788   ,  0.245   ,    1.2   ,  0.234   ,    1.8   ,   1.89   ,  0.215   ,  0.423   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.632   ,  0.354   ,  0.633   , 0.0505   ,  0.224   ,    1.2   ,  0.301   ,   1.01   ,   1.84   ,  0.184   ,  0.364   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
  0.647   ,  0.414   ,  0.647   , 0.0389   ,   0.28   ,   1.37   ,  0.375   ,   1.33   ,   2.02   ,  0.244   ,  0.337   ,
